企業ID,企業名,メールアドレス,募集職種,メール用職種,送信日時,送信結果,トラッキングID,エラーメッセージ,件名,担当者メールアドレス,送信エラー
587,ヤマシンスチール株式会社,info@steel.yamco.co.jp,営業職,営業職,2025-06-24 11:10:44,success,600_info@steel.yamco.co.jp_20250624111044_a9884659,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
588,山進産業株式会社,info@yamashin.yamco.co.jp,営業職,営業職,2025-06-24 11:12:53,success,601_info@yamashin.yamco.co.jp_20250624111253_fa0c6b19,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
589,株式会社ヒューマンキュレーション,saiyo@curation.co.jp,ITエンジニア,ITエンジニア,2025-06-24 11:12:58,success,602_saiyo@curation.co.jp_20250624111258_6ccc8a5b,,【ITエンジニアの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
590,株式会社八光,info@hakko-namacon.co.jp,製造スタッフ,製造スタッフ,2025-06-24 11:13:03,success,603_info@hakko-namacon.co.jp_20250624111303_582ecfd5,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
591,株式会社GLORY,info@glory-inc.co.jp,営業職,営業職,2025-06-24 11:13:09,success,604_info@glory-inc.co.jp_20250624111308_78fe8a1b,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
592,株式会社TRUST,info@trust-fk.co.jp,管理スタッフ,管理スタッフ,2025-06-24 11:13:14,success,605_info@trust-fk.co.jp_20250624111314_4292fab9,,【管理スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
593,株式会社エムアンドエイチリライアンス,info@mh-r.jp,施工管理職,施工管理職,2025-06-24 11:13:19,success,606_info@mh-r.jp_20250624111319_0da9bde2,,【施工管理職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
594,株式会社ダイキチ,info@daikichi-el.co.jp,企画営業職,企画営業職,2025-06-24 11:13:24,success,607_info@daikichi-el.co.jp_20250624111324_c4694123,,【企画営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
595,株式会社JRNC建築設計,info@jrncd.co.jp,意匠設計,意匠設計,2025-06-24 11:13:29,success,608_info@jrncd.co.jp_20250624111329_1eb7501b,,【意匠設計の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
596,エコトラスト株式会社,info@eco-trust.jp,事務職,事務職,2025-06-24 11:13:35,success,609_info@eco-trust.jp_20250624111334_9fd5e799,,【事務職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
597,株式会社毎日映像音響システム,info@mva.co.jp,総務,総務,2025-06-24 11:13:40,success,610_info@mva.co.jp_20250624111340_63d866ce,,【総務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
598,入浴サービス株式会社,info@nyuyoku.service.co.jp,保険事務,保険事務,2025-06-24 11:13:45,success,611_info@nyuyoku.service.co.jp_20250624111345_00108a5b,,【保険事務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
599,株式会社プラムソリューションズ,info@plumsolutions.co.jp,システムエンジニア,システムエンジニア,2025-06-24 11:13:50,success,612_info@plumsolutions.co.jp_20250624111350_a6e2941d,,【システムエンジニアの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
600,塩谷硝子株式会社,info@shiotani-glass.com,製造スタッフ,製造スタッフ,2025-06-24 11:13:55,success,613_info@shiotani-glass.com_20250624111355_053116d0,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
601,株式会社カンセツ,saiyo@kansetsu.co.jp,機械設計,機械設計,2025-06-24 11:14:00,success,614_saiyo@kansetsu.co.jp_20250624111400_e8541144,,【機械設計の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
602,株式会社ワールドビズ,info@worldbiz.co.jp,配送ドライバー,配送ドライバー,2025-06-24 11:14:09,success,615_info@worldbiz.co.jp_20250624111405_cb70029f,,【配送ドライバーの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
603,興和アシスト株式会社,info@kowa-assist.jp,顧客管理スタッフ,顧客管理スタッフ,2025-06-24 11:14:14,success,616_info@kowa-assist.jp_20250624111414_c75ff84a,,【顧客管理スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
604,株式会社クラツクス,info@crux.jp,商品企画,商品企画,2025-06-24 11:14:19,success,617_info@crux.jp_20250624111419_d87b0322,,【商品企画の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
605,ITS社会保険労務士法人,info@it-sharoushi.jp,人事労務,人事労務,2025-06-24 11:14:24,success,618_info@it-sharoushi.jp_20250624111424_d4a6aa0c,,【人事労務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
606,株式会社i sOil,info@isoil.co.jp,営業職,営業職,2025-06-24 11:14:29,success,619_info@isoil.co.jp_20250624111429_cc1a1e35,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
607,大阪ガスリノテック株式会社,info@renotech.jp,施工管理職,施工管理職,2025-06-24 11:14:35,success,620_info@renotech.jp_20250624111434_43e3cd44,,【施工管理職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
608,東神実業株式会社,info@toshin-ha.co.jp,受付スタッフ,受付スタッフ,2025-06-24 11:14:40,success,621_info@toshin-ha.co.jp_20250624111440_5be6499a,,【受付スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
609,株式会社コルモ,info@colmo.co.jp,業務SE,業務SE,2025-06-24 11:14:45,success,622_info@colmo.co.jp_20250624111445_0e482e38,,【業務SEの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
610,TSAコンサルティング株式会社,info@tsa-grp.com,税理士アシスタント,税理士アシスタント,2025-06-24 11:14:50,success,623_info@tsa-grp.com_20250624111450_f1bc064a,,【税理士アシスタントの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
611,株式会社サンノーベル,info@sunnobel.co.jp,技術スタッフ,技術スタッフ,2025-06-24 11:14:55,success,624_info@sunnobel.co.jp_20250624111455_0315989c,,【技術スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
612,公立学校共済組合,info@awina-osaka.com,フロントスタッフ,フロントスタッフ,2025-06-24 11:15:00,success,625_info@awina-osaka.com_20250624111500_6aac765c,,【フロントスタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
613,巽合成化学株式会社,info@tatumi-gousei.co.jp,営業職,営業職,2025-06-24 11:15:05,success,626_info@tatumi-gousei.co.jp_20250624111505_fa6b27cb,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
614,コイズミ照明株式会社,info@koizumi-lt.co.jp,営業職,営業職,2025-06-24 11:15:11,success,627_info@koizumi-lt.co.jp_20250624111510_fbc1a8ce,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
615,日本振興株式会社,info@nihon-shinko.com,発注者支援,発注者支援,2025-06-24 11:15:16,success,628_info@nihon-shinko.com_20250624111516_efcb6078,,【発注者支援の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
616,有限会社カネタカ工業,info@kanetaka-k.jp,事務スタッフ,事務スタッフ,2025-06-24 11:15:21,success,629_info@kanetaka-k.jp_20250624111521_33d99976,,【事務スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
617,国分西日本株式会社,info@kokubu.co.jp,営業職,営業職,2025-06-24 11:15:26,success,630_info@kokubu.co.jp_20250624111526_eb1dda64,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
618,株式会社ピープロジェクト,info@p-pro.info,CRC,CRC,2025-06-24 11:15:31,success,631_info@p-pro.info_20250624111531_be048f65,,【CRCの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
619,株式会社インタースクエア,info@intersquare.co.jp,提案営業,提案営業,2025-06-24 11:15:36,success,632_info@intersquare.co.jp_20250624111536_d76a4781,,【提案営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
620,株式会社ノチダ,info@nochida.co.jp,製造スタッフ,製造スタッフ,2025-06-24 11:15:42,success,633_info@nochida.co.jp_20250624111541_af32db61,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
621,日本技術株式会社,info@nicigi.co.jp,設計職,設計職,2025-06-24 11:15:47,success,634_info@nicigi.co.jp_20250624111547_aa82b879,,【設計職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
622,日本メタル工業株式会社,info@nipponmetal.co.jp,設計職,設計職,2025-06-24 11:15:52,success,635_info@nipponmetal.co.jp_20250624111552_b3a22e5b,,【設計職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
623,フジアルテ株式会社,info@fujiarte.co.jp,人材コーディネーター,人材コーディネーター,2025-06-24 11:15:57,success,636_info@fujiarte.co.jp_20250624111557_4cbdc51b,,【人材コーディネーターの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
624,ジェフコム株式会社,info@jefcom.co.jp,メーカー営業,メーカー営業,2025-06-24 11:16:02,success,637_info@jefcom.co.jp_20250624111602_d4da2f79,,【メーカー営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
625,奥本製粉株式会社,info@om-group.co.jp,商品開発,商品開発,2025-06-24 11:16:07,success,638_info@om-group.co.jp_20250624111607_38e29d50,,【商品開発の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
626,株式会社ファーストトーン,info@first-tone.net,ビデオグラファー,ビデオグラファー,2025-06-24 11:16:13,success,639_info@first-tone.net_20250624111612_5679d4d7,,【ビデオグラファーの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
627,井上スダレ株式会社,info@sudare.co.jp,機械オペレーター,機械オペレーター,2025-06-24 11:16:18,success,640_info@sudare.co.jp_20250624111618_b8cb127c,,【機械オペレーターの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
628,株式会社フジキン,career@fujikin.co.jp,総合職(生産管理/工程管理)/法規担当,総合職(生産管理,2025-06-24 11:16:23,success,641_career@fujikin.co.jp_20250624111623_8b5708a5,,【総合職(生産管理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
629,株式会社ADOKAN,info@adokan.co.jp,ITエンジニア,ITエンジニア,2025-06-24 11:16:28,success,642_info@adokan.co.jp_20250624111628_40ef4c15,,【ITエンジニアの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
630,TBKエアポートグランドサービス株式会社,info@tbk-gh.co.jp,グランドハンドリングスタッフ,グランドハンドリングスタッフ,2025-06-24 11:16:33,success,643_info@tbk-gh.co.jp_20250624111633_1db701d0,,【グランドハンドリングスタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
631,ACrews株式会社,info@acrews.co.jp,ITエンジニア,ITエンジニア,2025-06-24 11:16:38,success,644_info@acrews.co.jp_20250624111638_e6cfaaac,,【ITエンジニアの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
632,株式会社大阪第一食糧,info@tawara.co.jp,社内SE,社内SE,2025-06-24 11:16:44,success,645_info@tawara.co.jp_20250624111643_d1a11076,,【社内SEの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
633,丸正株式会社,info@marusho-kk.co.jp,ルート営業,ルート営業,2025-06-24 11:16:49,success,646_info@marusho-kk.co.jp_20250624111649_9f051725,,【ルート営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
634,株式会社リディアス,info@rideus.co.jp,賃貸物件リフォームアドバイザー,賃貸物件リフォームアドバイザー,2025-06-24 11:16:54,success,647_info@rideus.co.jp_20250624111654_a3d936c2,,【賃貸物件リフォームアドバイザーの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
635,株式会社CREER,info@je-creer.com,営業職,営業職,2025-06-24 11:16:59,success,648_info@je-creer.com_20250624111659_ac1f8ced,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
636,医療法人光愛会,info@kouai.or.jp,病院採用担当,病院採用担当,2025-06-24 11:17:04,success,649_info@kouai.or.jp_20250624111704_e4b4ef52,,【病院採用担当の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
